movie_id,title,author,content,rating,created_at
1233413,Los pecadores,Thomas Ubieda 🍿,"Una película atractiva por su planteamiento y la mezcla entre varios géneros que hacen un resultado satisfactorio. 

""Sinners"" es una de las sorpresas del 2025 por esa calidad visual y narrativa, todo ello por una ejecución formidable que brinda una de las mejores experiencias en el cine actual, mezclando un sinfín de argumentos que se complementan entre sí para establecer una trama original. Se puede decir que hay dos películas en una por ese cambio o giros de trama que no te esperas llegar, aplicando el método impacto a cualquier espectador. Se debe tener en cuenta que si esperas acción o vampiros desde el inicio de la cinta, entonces esto no es para ti. 

Es una película que se construye con el pasar de las escenas para ir fomentando toda la información necesaria para mejor entendimiento de los sucesos y establecer una experiencia única. En este punto, el director y escritor Ryan Coogler destaca considerablemente, agregando detalles significativos en su guion que respaldan toda la temática planteada. Se abarca gran énfasis en la música, la década de los años 30, y el impacto que tiene ésta con temas sobrenaturales. 

En tal sentido, ""Sinners"" te lleva por un cúmulo de factores bien trazados en cada escena, y que se ejecutan de buena manera, agregando drama, acción, el estilo western, vampiros, simbologías, historia, metáforas, críticas sociales y una gran variedad de mensajes reflexivos, donde todos juntos hacen una maravilla para el cine actual. 

Se deben deben destacar aspectos cinematográficos como la banda sonora, la fotografía, el guion, los efectos especiales, el vestuario, el montaje, el diseño de producción, el maquillaje, el sonido, y sin duda las interpretaciones. Es importante mencionar que cada uno de ellos lo hizo de manera espectacular, cada uno con su relevancia y momentos en la pantalla.

Michael B. Jordan se roba toda la atención, lo que hace este actor en sus dos personajes es una barbaridad. Su desenvolvimiento en abarcar roles diferentes con gran escala de notoriedad es admirable, rompiendo el paradigma en su gran potencial actoral. Su desenvolvimiento, epicidad, versatilidad y manejo de expresiones le suman muchísimo a la película. Por otro lado, Hailee Steinfeld, Miles Caton, Wunmi Mosaku, Delroy Lindo, entre otros, brillan. 

Aportar ese enfoque musical, la importancia de la misma, y conectarla con mucha historia es sumamente genial. Se aborda una conexión entre lo que implica la música, lo satánico, la religión, el pasado, el futuro, la lujuria, la supervivencia y el nexo familiar. Aunado a ello, hacer reflexión sobre los traumas del pasado, la violencia, el racismo, la libertad, el esclavismo, la comunicación, la agresividad, las promesas, los ideales personales, el talento musical, la infidelidad, la muerte de seres queridos, la lucha por un mejor futuro, y la hermandad. 

En ""Sinners"" tenemos una de las mejores escenas del año. Digna de aplausos, mérito, creatividad y significado puro.",8.0,2025-07-24T15:40:39Z
1233413,Los pecadores,silviabe,"Desde los primeros minutos de la película, ya te atrapa, intentando descrubrir con mucha curiosidad, que es lo que va a ocurrir. Para mi la banda sonora es de lo mas destacado de la película y la misteriosa conexion entre la leyenda de Robert Johnson, el blues el diablo y esta pelicula, le da un toque especial. la recomiendo sin duda",,2026-02-01T15:04:04Z
1234821,Jurassic World: El renacer,SMasH598,"Jurassic World Renace (**Jurassic World Rebirth**), han pasado cinco años desde los eventos de Jurassic World Dominion, parece que la ecología del planeta se ha vuelto en gran medida hostil e inhóspita para los dinosaurios. Los que quedan vivos se encuentran en entornos ecuatoriales aislados, con climas similares al que alguna vez habitaron. Las tres criaturas más colosales de esa biosfera tropical poseen la clave de un fármaco que traerá milagrosos beneficios que salvarán la vida de la humanidad.

La cinta comienza en unas instalaciones secretas en una isla, donde se experimenta con dinosaurios y cual escena de destino final tenemos una secuencia que desatara el caos, después nos encontraremos en una ciudad de Estados Unidos, donde esta uno de los últimos dinosaurios, vemos a Scarlett Johansson como Zora Bennett, una mercenaria que esta siendo contratada por Rupert Friend como Martin Krebs, un empresario sin escrúpulos que busca reclutar un equipo lo suficientemente capaz de adentrarse a un entorno aislado y protegido para conseguir ADN especifico de algunos dinosaurios. 

Esta es la séptima entrega de una serie que ahora se conoce como “**Jurassic World**”, aunque Steven Spielberg produce esta séptima entrega y uno de los guionistas de la película original esta ayudando a escribir la historia, tenemos una obra de inferior calidad para los fans de este universo de dinosaurios, si bien hay una premisa interesante donde indican que la gente se aburrió cuando estas criaturas se volvieron comunes, y dejaron de ser negocio, o que un grupo de científicos intentó reinventar los dinosaurios creando una serie de nuevas especies,  no es lo suficientemente fuerte o importante para el espectador.

Por desgracia la trama deja mucho que desear, si bien tenemos a este equipo que esta en busca del ADN de dinosaurios y que tal vez la historia hubiera funcionado así, nos presentan a una familia de pasajeros varados en un barco, tan unidimensionales y algunos desagradables, que la película se detiene en seco con un cambio de ritmo que ni combinando ambos grupos logran funcionar, ademas siendo una película que se supone se enfoca en dinosaurios, esta es tal vez la cinta con menos dinosaurios de toda la franquicia.

Tengo que decir que esta cinta realmente era innecesaria, ni siquiera vale pena hablar de los efectos o las secuencias de acción, contra un dinosaurio que parece sacado de un dibujo animado, con cabeza de alíen y depredador, donde la verdadera batalla fue entre el capitalismo y el socialismo, Jurassic World Renace llega con el peso de una franquicia extinta, si eres fan de la franquicia de Jurassic Park te recomiendo ver esta película cuando este en un servicio de streaming, si te da curiosidad.

Calificación: 7.0

X: @SMasH_MXDF",6.0,2025-07-15T06:56:51Z
1234821,Jurassic World: El renacer,Marco-Hugo Landeta Vacas,"(CASTELLANO) La nueva entrega de la saga jurásica llega con todo el despliegue visual y de acción que uno espera en un blockbuster veraniego. Hay persecuciones, rugidos que retumban en la sala y dinosaurios diseñados con un nivel de detalle impresionante. El entretenimiento está garantizado y, en ese sentido, cumple lo que promete.

El problema es que también se siente como un “más de lo mismo”. La trama avanza sin demasiadas sorpresas y, aunque el ritmo no decae, a ratos parece que ya hemos visto estas secuencias una y otra vez. La película juega a lo seguro, sin arriesgar en nuevas ideas o giros narrativos que le den frescura real.

La ausencia de los personajes clásicos puede decepcionar a los más nostálgicos, pero el reparto brilla gracias a incorporaciones como Scarlett Johansson y Mahershala Ali, dos intérpretes que elevan el nivel con su carisma y solidez. Sus escenas funcionan, aunque el guion no siempre les dé la profundidad que merecen.

Visualmente, Gareth Edwards cumple con un espectáculo vibrante, apoyado en una dirección enérgica que rescata parte del espíritu de Spielberg, aunque sin alcanzar del todo ese sentido de maravilla que marcó la primera entrega. Es un viaje entretenido, pensado para pasar un buen rato, pero difícilmente quedará en la memoria como algo más que eso.

En definitiva, “Jurassic World: El Renacer” es puro cine palomitero: funciona en lo inmediato, da lo que promete, pero no consigue devolverle a la franquicia el asombro perdido.

(ENGLISH) The new Jurassic installment comes loaded with the visual display and action you’d expect from a summer blockbuster. There are chases, thundering roars, and dinosaurs crafted with remarkable detail. Entertainment is guaranteed, and in that sense, it delivers exactly what it promises.

The problem is that it also feels like “more of the same.” The story moves forward without major surprises and, while the pace never drops, many sequences feel recycled. The film plays it safe, avoiding bold ideas or narrative twists that could bring real freshness.

The absence of the classic characters may disappoint longtime fans, but the cast shines with newcomers like Scarlett Johansson and Mahershala Ali, two actors whose charisma and talent elevate the material. Their presence adds weight, even if the script doesn’t always give them enough depth.

Visually, Gareth Edwards delivers a vibrant spectacle, with energetic direction that at times recalls Spielberg’s spirit, though it never quite reaches that original sense of awe. It’s a fun ride, designed for pure entertainment, but unlikely to linger in memory as something more meaningful.

Ultimately, “Jurassic World: Rebirth” is popcorn cinema at its core: it entertains, it thrills, but it doesn’t manage to restore the franchise’s lost wonder.",8.0,2025-08-19T23:28:58Z
1234821,Jurassic World: El renacer,Duein01,"La película ha perdido frescura y originalidad, aunque mantiene la línea de las últimas entregas: guion predecible, personajes poco carismáticos, y abuso del patrón de blockbuster moderno.

Sigue la tendencia descendente de la saga. Aunque no desentona con sus predecesoras más recientes, se aleja notablemente de la esencia de las películas originales, mucho más cuidadas en todos los detalles. El desarrollo opta por la comodidad, reciclando fórmulas e introduciendo personajes que rara vez logran aportar interés (El personaje del inicio que dura 5 minutos es ridículo). Si bien el apartado visual es competente y puntualmente logra generar alguna escena impactante, el conjunto lo percibo poco inspirado y falto de emoción real. El legado jurásico, que en su momento maravillaba por innovación y suspense, ahora se reduce a un entretenimiento superficial y perfectamente olvidable tras los créditos.",5.0,2025-10-06T21:18:49Z
1234821,Jurassic World: El renacer,Duein01,"La película ha perdido frescura y originalidad, aunque mantiene la línea de las últimas entregas: guion predecible, personajes poco carismáticos, y abuso del patrón de blockbuster moderno.

Sigue la tendencia descendente de la saga. Aunque no desentona con sus predecesoras más recientes, se aleja notablemente de la esencia de las películas originales, mucho más cuidadas en todos los detalles. El desarrollo opta por la comodidad, reciclando fórmulas e introduciendo personajes que rara vez logran aportar interés (El personaje del inicio que dura 5 minutos es ridículo). Si bien el apartado visual es competente y puntualmente logra generar alguna escena impactante, el conjunto lo percibo poco inspirado y falto de emoción real. El legado jurásico, que en su momento maravillaba por innovación y suspense, ahora se reduce a un entretenimiento superficial y perfectamente olvidable tras los créditos.",5.0,2025-10-07T12:59:31Z
1234821,Jurassic World: El renacer,albertokr,Una de las mejores sagas y esta en cuestión una de las mejores películas para mi. La he visto un montón de veces y creo que cada vez se superan mas. Esperando impaciente a la siguiente entrega.,,2026-04-08T11:17:26Z
27205,Origen,George Cloney,"Estamos ante una excelente y ambiciosa trama que no decepciona al final. Christopher Nolan, como siempre, nos sorprende con una buena lógica y confusión conceptual, que conquista con fuerza, estética e ingenio.",8.0,2018-04-07T17:34:07Z
27205,Origen,Martin Oaks,"**Insufrible**

Jamás me atrevería a poner en duda la capacidad fílmica y creatividad cinematográfica de Nolan, especialmente en sus caballeros oscuros, pero este es uno de esos casos en el que el ritmo narrativo brilla por su ausencia, el guión es una broma pretenciosa que expone la posible manipulación tangible de los sueños, lo que hace que el conjunto sea una obra infumable e insufrible.

Es difícil sacar conclusiones acerca del reparto cuando todo aquí son efectos especiales, sobre actuaciones y misceláneas para no contar nada interesante.",3.0,2022-12-28T20:02:00Z
1272837,28 años después: El templo de los huesos,Marco-Hugo Landeta Vacas,"(CASTELLANO) 28 años después. El templo de los huesos me ha gustado más que la anterior. No porque sea necesariamente más grande o más impactante en todos los aspectos, sino porque aquí da la sensación de que muchas de las ideas terminan de colocarse mejor y de que la historia encuentra una forma más sólida de desarrollarse. Viéndola, uno tiene bastante claro que habrá que esperar a la tercera para juzgar del todo el conjunto, pero esta segunda pieza ya funciona muy bien por sí sola.

Lo mejor es que no se limita a repetir el esquema de la anterior ni a vivir del prestigio de la saga. Tiene más sentido interno, más cuerpo dramático y una historia que avanza con convicción. Sigue habiendo violencia, tensión y momentos de auténtico mal rollo, claro, pero esta vez todo eso está mejor integrado en algo que quiere contar más cosas que una simple lucha por sobrevivir. Se nota más ambición y, sobre todo, más claridad.

Además, el reparto está magnífico. Alfie Williams vuelve a estar sensacional y confirma que tiene una presencia fuera de lo común. Ralph Fiennes está enorme, con esa mezcla tan suya de autoridad, rareza y humanidad, y tanto Jack O’Connell como Erin Kellyman bordan también sus papeles. La película gana mucho porque los personajes no son simples figuras metidas en una carnicería, sino presencias con peso, con tensión y con una forma muy concreta de ocupar la pantalla.

También me ha gustado mucho el tono. Hay algo más oscuro, más reflexivo y a la vez más emocional que en la anterior. No abandona el género, ni mucho menos, pero no se queda solo en el golpe, el sobresalto o la salvajada. Tiene una historia muy buena detrás, y eso es lo que hace que varias escenas se queden más tiempo en la cabeza. Incluso cuando se pone brutal, no da la impresión de ser violencia vacía.

Y luego está la música, que me ha parecido una maravilla. No solo por las piezas elegidas, sino por cómo se utilizan. No están ahí para adornar ni para subrayar de forma obvia, sino para darle identidad, respiración y a veces hasta una extraña belleza a lo que estamos viendo. En una película así, eso marca muchísimo la diferencia, porque convierte varias secuencias en algo más potente y más memorable.

Por eso, ahora mismo, me parece una entrega superior a la anterior y una muy buena continuación dentro de esta nueva trilogía. Habrá que ver cómo encaja todo cuando llegue la tercera, pero El templo de los huesos ya deja la sensación de que aquí hay algo más que una secuela de género bien hecha. Hay personalidad, actores enormes, una historia con más fondo del que parecía y una utilización de la música realmente brillante.

(ENGLISH) 28 Years Later: The Bone Temple worked better for me than the previous film. Not because it is necessarily bigger or more impressive in every way, but because this time many of its ideas feel more fully in place and the story finds a stronger shape. Watching it, you can tell that the third film will be needed to judge the whole picture properly, but this second chapter already works very well on its own.

What makes it stand out is that it does not simply repeat the previous film’s structure or live off the prestige of the saga. It has more internal logic, more dramatic weight, and a story that moves forward with conviction. There is still violence, tension, and real ugliness, of course, but this time those elements are better integrated into something that wants to do more than just show a fight for survival. It feels more ambitious and, above all, clearer.

The cast is also excellent. Alfie Williams is outstanding again and confirms that he has a rare kind of screen presence. Ralph Fiennes is superb, bringing that distinctive mix of authority, strangeness, and humanity, while Jack O’Connell and Erin Kellyman are both terrific as well. The film gains a lot from the fact that its characters are not just figures thrown into a bloodbath, but real presences with weight, tension, and a very defined way of occupying the screen.

I also liked the tone a lot. There is something darker, more reflective, and at the same time more emotional than in the previous film. It never abandons the genre, far from it, but it does not settle for shock, brutality, or chaos alone. There is a very strong story underneath, and that is what makes several scenes stay with you. Even when it gets savage, it never feels like empty violence.

And then there is the music, which I thought was wonderful. Not just because of the pieces that are used, but because of how they are used. They are not there as decoration or as obvious emphasis, but to give the film identity, rhythm, and at times even a strange kind of beauty. In a film like this, that makes a huge difference, because it turns several sequences into something more powerful and more memorable.

That is why, for me, this is a stronger entry than the previous one and a very good continuation within this new trilogy. We will have to see how everything fits once the third film arrives, but The Bone Temple already gives the feeling that there is more here than just a well-made genre sequel. There is personality, there are excellent performances, a story with more depth than expected, and truly brilliant use of music.",8.0,2026-03-27T02:13:31Z
361743,Top Gun: Maverick,zorroblanco,"Dicen que segundas partes no son buenas, pero esta vez creo se equivocan. La tension de los cazas unos detras de otro s es espectacular. Como siempre Tom lo borda.
Gracias.",10.0,2022-10-20T08:00:28Z
361743,Top Gun: Maverick,Martin Oaks,"**Volando iba**

Y “Maverick” llegó. Y lo hizo con la pesada carga de la nostalgia y la promesa de un espectáculo aéreo sin igual. Y sí, es innegable que las secuencias de vuelo son una maravilla, inmersivas y adrenalínicas. El problema es que como secuela de “Top Gun” se revela un ejercicio de complacencia que prefiere la seguridad de la fórmula a la audacia de la innovación, dejando un sabor agridulce en aquellos que esperábamos algo más que un simple refrito glorificado.

El mayor lastre de la película es que es tan predecible como muchos nos temíamos que iba a ser. Desde el momento en que se presentan los nuevos reclutas (una sola mujer entre kilos y kilos de testosterona americana), la trama “despega” como un libro abierto. El antiguo conflicto entre Maverick y Rooster, aunque tiene su carga emocional por el legado de Goose, sigue un camino tan trillado que roza lo perezoso. El espectador es aquí un mero testigo de una serie de eventos predeterminados, con apenas incertidumbre. “Maverick” se conforma, por lo tanto, con ser una reiteración de lo que ya funcionó en su momento, pero sin aportar nada sustancialmente nuevo.

Más allá de que Tom Cruise nos parezca o no un buen actor, el resto del elenco apenas tiene un espacio para actuar. Los jóvenes pilotos son poco más que caras bonitas con características muy superficiales: el arrogante, el callado, la chica dura… Sus interacciones carecen de la chispa que debería generar un equipo de élite, y la profundidad narrativa es inexistente. Son monigotes en una historia para simple gloria y regocijo del personaje de Maverick, y cuyo papel en la obra es ser salvados, inspirados o superados por él.

La subtrama romántica con Penny Benjamin (Jennifer Connelly) es muy forzada y sin la química de la que tanto he oído hablar. Es un mero accesorio para recordarnos que Maverick también tiene una vida personal, y que es hetero normativa, pero sin la profundidad necesaria para que nos importe una mierda. Es una lástima que con tanto talento reunido, la mayoría de los personajes sean tan superfluos. “Maverick” parece temer despegarse de su predecesora, limitándose a repetir su fórmula en lugar de buscar su propia identidad, lo que le impide alcanzar un verdadero potencial como la obra independiente y memorable que podía haber sido, sin que tengamos esa sensación de déjà vu.

La amenaza a la que se enfrentan los pilotos es intencionalmente vaga y despersonalizada, un ""enemigo"" sin rostro ni país de origen. Si bien esto evita cualquier controversia política (porque a los americanos siempre les ha disgustado mucho posicionarse, claro), la misión se convierte en un mero pretexto para mostrar las impresionantes acrobacias aéreas, sin que exista una relevancia argumental definida. La falta de un antagonista creíble o de un contexto geopolítico claro hace que el clímax, por muy espectacular que sea visualmente, carezca de la resonancia emocional que elevaría la película más allá del mero entretenimiento palomitero.

Maverick es un triunfo visual, una película que ensalza la figura de su protagonista, pero es muy poco más. Recicla las tramas y los personajes sin atreverse a explorar nuevas idiosincrasias más propias del siglo XXI. Sin duda, es un producto pulcro y efectivo, diseñado para complacer a las masas y a los nostálgicos pero que, para el espectador que busca algo de cine, se queda corta en originalidad y profundidad narrativa.
",5.0,2022-12-13T22:47:48Z
361743,Top Gun: Maverick,Roberto Román Ortiz,"Cruise nuestro que estás en los cielos
Santificados esos momentos y no los nostálgicos
No bajes del cielo pues en la tierra es un coñazo.

Danos más escenas de aviones y no situaciones ñoñas o guiños a la primera película.
Perdóname por esta crítica como yo perdono ese guión tan básico.

No te dejes caer en la tentación de una tercera entrega y líbranos del mal.

Tom.",6.0,2024-11-26T17:23:56Z
299534,Vengadores: Endgame,Juan Hernandez,"“Endgame”, y vaya que el título resulta el más apropiado para este filme que ve la culminación de 22 historias que desde el 2008 vimos comenzar con Disney’s “Iron Man” y que precisamente es quien le da fin a ello.

La estrategia publicitaria y de Producción creada por Kevin Feige desde 2007, año en que asumiera la dirección de Marvel Studios ha sido tan fructífera, claro que también cabe mencionar que con sus altas y bajas (sería tonto no reconocer que no todas las 22 películas que conforman hasta el momento el MCU son perfectas); esa lluvia incesante de ideas, personajes, tramas y arcos dramáticos encuentran aquí su resolución en este Blockbuster de alto calibre.

<iframe src=""//giphy.com/embed/pzhVbovuzdbtLDmNyB"" width=""480"" height=""200"" frameborder=""0""></iframe>

Pero tras el impactante final que sacudió al mundo entero en la Nominada al Oscar Disney’s “Infinity War” (2018)… ¿Qué es lo que “End Game” se encargará de ofrecer? Claro está que el enfrentamiento final entre estos superhéroes contra un imponente y aún más despiadado Thanos (El Nominado al Oscar Josh Brolin), sino además el momento de lucimiento para muchos personajes, muchísimos personajes que solo han estado a la sombra de los protagonistas como son Hawkeye (El Nominado al Oscar Jeremy Renner) juega un papel importante en el prólogo y a quien vemos transformado en Ronin y hasta la misma Nebula (Karen Gillian). Tampoco olvidar la presencia de otros Avengers que ahora integrados y /o veteranos al equipo también aportarán y mucho como Ant-Man (Paul Rudd), Black Widow (Scarlett Johansson), Hulk (El Nominado al Oscar Mark Ruffalo) poseedor de una arma poderosa del lado de los Avengers.

<iframe src=""//giphy.com/embed/Yj6dHPsht8wXavhDOj"" width=""480"" height=""200"" frameborder=""0""></iframe>

El guion escrito por Christopher Markus y Stephen McFeely repite la fórmula que funcionó de maravilla en la Magistral Disney’s “Civil War” (2016) dándole a cada personaje su propio momento y espacio para mucho o poco aportar al desarrollo de la trama, también viene de la mano de la puesta en escena de los hermanos Russo, que inician desde el panorama más desolador y lúgubre 5 años después del chasquido letal hasta la cumbre de todas las batallas. Quizás para parte del público resulte un poco enredado algunas subtramas (en especial los viajes al pasado) y el excesivo metraje pero es la parte medular de todo esto. Sin olvidar claro los momentos cómicos (marca de la casa) sin que estos destruyan la tensión narrativa. Todo en perfecto equilibrio con lo más actual en cuanto al uso de Efectos Visuales (Thanos vs todos, T O D O S... es lo más espectacular que nuestra generación y los blockbusters recientes nos pueden ofrecer y quien esto escribe admite que, justo en ese momento me levanté de mi asiento y aplaudí fuertemente).

Y por supuesto, al ser un producto de consumo fácil para todas las masas Disney no toma más riesgos y va por camino seguro al éxito, al menos con una mejor personalidad de que antecesora “Infinity War” de la cual me quede esperando más sangre y destrucción. Pero con algo más debajo de su superficie espectacular, un manejo de tópicos lo que en este universo representa el sentido de la pérdida, aprovechar las oportunidades, el verdadero heroísmo y sacrificio, el amor, la transición/evolución.

https://youtu.be/TcMBFSGVi1c

<em><strong>Disney’s “Avengers End Game” (2019) ¿Es una Misión Cumplida?</strong></em>

Absolutamente, claro que la maquinaria continúa con las secuelas de “Doctor Strange”, “Black Panther”, la película propia de “Black Widow” y series para la plataforma Disney +; pero el viaje en el que nos embarcamos hace diez años llega a su puerto, sanos y salvos, la sensación es de nostalgia, no queremos despedirnos pero llega el momento de hacerlo; como bien lo mencione al inicio de este texto con Iron Man (El Nominado al Oscar Robert Downey Jr. en una actuación por demás sobresaliente y dramática esta vez) inició todo y así acaba.

<iframe src=""//giphy.com/embed/4KF9lQ6Y5Xyo9iByYa"" width=""480"" height=""200"" frameborder=""0""></iframe>

Ojalá y que el equipo encargado de hacer las adaptaciones para las siguientes fases del Marvel Cinematic Universe y con los personajes que queden puedan lograr la misma experiencia que hemos tenido hasta ahora, el panorama es desigual pero eso no importan en Hollywood y mucho menos en la junta de accionistas convocada por Bob Iger.",,2019-04-26T20:40:18Z
299534,Vengadores: Endgame,eaimoi,"Creo que estamos ante la mejor película de superhéroes a día de hoy. Es extraño que una película de 3 horas se me haga corta, tanto que te esperas hasta el último crédito final para ver si te dan una migaja más. Stand Lee se ha ido y se ha llevado a unos cuantos con él. Buen viaje y gracias por tanto, por todo. 

Ahora algún spoiler, avisado quedas ;). 

Hay varias cosas que no me acaban de cuadrar y me descolocan un poco:

* ¿Por qué Hulk no vuelve a usar el guantalete de las gemas para revivir a Iron Man?
* ¿Por qué se revive a todos los del chasquido de Thanos y no a Blackwindow o a Visión?
* ¿Si devuelven la gema del alma podrán recuperar a Blackwindow?
* ¿Por qué se inventa Hulk unas teorías sobre los viajes temporales?. Si no se las cree ni él, ¿por qué son ley en la trama?
* ¿Cómo es posible que Stark en una tarde invente la máquina del tiempo?
* ¿Cómo puede morir Nébula del pasado a manos de Nébula del futuro y seguir en pie?, aquí me acorde de las teorías de Hulk y que todo puede ser, todo menos revivir a Iron Man, Black Window o Visión. 
* Si Loki se va con el teseracto, si vuelven atrás a cogerlo en otro punto temporal, ¿ya no se va?, ¿qué pasa con Loki¿. Vaya con el cubo cósmico. 
* Si Gamora del pasado puede seguir viva en esta línea temporal sin afectar al presente, ¿porque no viajan otra vez, ya que tienen material de sobra y se traen a Iron Man, BlackWindow o Visión del pasado a esta línea temporal?.

Para mí un peliculón, pero con cosas que me descolocan un poco.",10.0,2019-08-16T20:25:49Z
299534,Vengadores: Endgame,Pelis_reviews,"**LA MEJOR PELICULA QUE VI EN MI VIDA.**

Avengers Endgame: sin duda la mejor película de superhéroes de la historia y mi película favorita. Después de 21 películas (y series) y 11 años de historia llega el juego final, el momento culmine de una saga, y que buena manera de terminar una saga (aunque después se haya estrenado Spiderman: Far from home). 

Es todo lo que siempre desee ver en el cine. Como amante del cine y de los comics puedo decir con certeza que esta película es una maravilla. 

Aunque hay algunas cosas de la película que no terminan de cerrar y explicarse del todo, creo que el film se disfruta de principio a fin. De todas las veces que la vi en ningún momento se me hizo pesada, la verdad es que no parecen ni se sienten 3 horas de contenido audiovisual porque se disfruta mucho de la película.

Endgame es todo lo que el verdadero cine puede ofrecer, para mi, y es por eso que hasta el momento es la mejor película que vi en mi vida.",10.0,2020-11-20T06:06:18Z
1061474,Superman,Thomas Ubieda 🍿,"Una película muy colorida y enérgica con esencia notable de los cómics, momentos bien logrados y una premisa con tantos argumentos que puede dividir las críticas.

""Superman"" es una entrega bien elaborada que aporta otra perspectiva del personaje, estando más humanizado, realista, y vulnerable en cada uno de los contextos que se plasmaron dentro de la historia, llevándote así, por una montaña rusa de emociones tanto positivas y algunas negativas, pero que hacen una producción llamativa y totalmente entretenida. Es una película que afronta muchos riesgos de distintos enfoques, pero hace todo lo posible por entregar un resultado sustentable y que pueda hacer tanto conexión con los consumidores en general y los fanáticos del alienígena. 

Todo lo visto en pantalla es una aventura frenética desde su inicio, dando esos puntos claves que deben tomarse muy en cuenta para ir estableciendo tus expectativas mientras avanza la historia, además de tener una contextualización sobre el tipo de Superman que fue idealizado para todo esto. En tal sentido, creo que priorizar ciertos detalles que fundamentan en gran manera el inicio de este nuevo nuevo universo, en teoría cumple. 

Como película ""Superman"" está entretenida, con secuencias de acción bien logradas, un trama que puede envolver al espectador, detalles de adaptación que sirven para darle más esencia a la cinta, agregado de personajes llamativos o elocuentes, un ritmo decente, y aspectos cinematográficos que destacan en diferentes momentos. En este punto, James Gunn realizó un trabajo muy formidable que tiene su gran mérito y que puede aportar mucho más que una simple película de superhéroes, estableciendo un guion arriesgado, pero con mucho trasfondo interesante para sacar críticas sociales y mensajes reflexivos muy importantes. Sin embargo, hay detalles que pueden disminuir lo que ve construyendo con el pasar de los minutos, pero siempre dependerá de las expectativas del consumidor. 

Es importante mencionar que la cinta en todo momento aplica un filtro para darle más saturación a los colores y hacer llamativa a la historia, como si de un cómic estuviera cobrando vida, lo cual es un acierto para hacer diferencia de otras entregas del kryptoniano. Además, se debe destacar todo lo relacionado con la fotografía, la musicalización, el sonido, el vestuario, el maquillaje, el montaje, la banda sonora, entre otros. Ya que hablando de efectos especiales, creo que cumplen y muchos de ellos están bien ejecutados, sin embargo, hay escenas donde la renderización si dejó mucho de qué hablar, incluso hay similitud que recuerda a la película de ""The Flash"". De tal manera, no significa que todo esté, porque no, hay muchas secuencias donde los efectos están muy bien elaborados y destacan, solamente en pequeñas escenas. 

En términos de interpretación, David Corenswet como el nuevo Superman es una maravilla. La esencia, el aura, personificación y sentido de pertenencia es notable con cada escena. Es una nueva versión más humanizada que deja a un lado el sentimiento de ser un dios ante el mundo entero. Es un plus que hace conectar rápidamente siempre que seas fanático del personaje. Por otro lado, Nicholas Hoult se roba la pantalla por ser un Lex Luthor expresivo y lleno de muchas cualidades que lo hacen tener buen desenvolvimiento, es una nueva cara que merece todo el mérito posible. Rachel Brosnahan, María Gabriela de Faría, Skyler Gisondo y Edi Gathegi están fenomenales. 

Desde mi perspectiva y como fanático del personaje, no creo que sea la mejor película de Superman, pero sí es muy buena y puede estar entre las mejores. El tomar mucha esencia de las cintas de Christopher Reeve y Richard Donner lo puede hacer debatible. No obstante, también tiene ciertos detalles negativos que no llegan a tener ese impacto como se debe. Puedo mencionar el agregado de muchas subtramas que no tienen profundidad y pasan desapercibidas, el exceso de personajes secundarios que no aportan mucho a la trama, la falta de contextualización en algunos argumentos narrativos, los detalles en muchos efectos especiales, y los momentos convencionales tanto en la acción, como en muchos personajes y sobre todo en diálogos que le restan importancia a momentos cruciales.

""Superman"" es una crítica social constructiva sobre la guerra, el uso de mala política, el poder, y la importancia de la vida de las personas afectadas debido a lo antes mencionado. Aunado a ello, hace una metáfora sobre la maldad que prevalece en este mundo a través de distintos medios de comunicación. Además, abarca temas reflexivos como la envidia, la negatividad, la bondad, la amabilidad, la perseverancia, los cuellos de botella, el verdadero amor, la contradicciones, el entendimiento errático de las personas, la justicia, la ambición, la manipulación y la importancia de los animales. 

Es una película que posee un recurso de ideas inmenso, donde muchas de ellas fueron plasmadas de excelente manera, pero otras donde faltó mejor ejecución. Vale la pena darle una oportunidad y qué buen inicio de universo para DC Comics. 

Mr. Terrific es un personajazo!

7.5/10",7.0,2025-07-28T22:02:43Z
